code_geo,latitude,longitude,city_code,zip_code,NB_VP_RECHARGEABLES_EL,NB_VP_RECHARGEABLES_GAZ,NB_VP
01001,46.153721024,4.925850148,l abergement clemenciat,1400,45,0,4529
01002,46.009605679,5.428087796,l abergement de varey,1640,13,0,1412
01004,45.961048852,5.372275427,amberieu en bugey,1500,1008,2,61672
01005,45.99616357,4.911967138,amberieux en dombes,1330,85,0,8399
01006,45.749886304,5.594584599,ambleon,1300,1,0,946
01007,46.005690539,5.357748739,ambronay,1500,138,0,9125
01008,45.936683389,5.332446671,ambutrix,1500,37,4,3351
01009,45.787194157,5.657799976,andert et condon,1300,11,0,1286
01010,45.909091467,5.795056945,anglefort,1350,140,0,9943
01011,46.205877513,5.657980818,apremont,1100,10,0,824
01012,46.001293319,5.510946399,aranc,1110,36,0,3756
01013,45.890233979,5.498924738,arandas,1230,1,0,701
01014,46.283607621,5.690755574,arbent,1100,311,5,21611
01015,45.712796712,5.64167722,arboys en bugey,1300,58,0,5828
01016,46.477598582,4.960100975,arbigny,1190,33,0,3944
01017,45.933504727,5.482593252,argis,1230,27,0,3036
01019,45.854492231,5.583031315,armix,1510,0,0,136
01021,45.993537592,4.821960428,ars sur formans,1480,169,6,8878
01022,45.869624164,5.690088298,artemare,1510,29,0,4127
01023,46.385206065,4.883700297,asnieres sur saone,1570,1,0,639
01024,46.286061273,5.179817579,attignat,1340,169,0,13622
01025,46.327468413,4.966993244,bage dommartin,1380,544,0,52668
01026,46.308270333,4.9298452820000005,bage le chatel,1380,31,0,3899
01027,45.830979009,5.108003865,balan,1360,119,0,6373
01028,46.114061723,4.901684997,baneins,1990,41,0,3021
01029,46.428649695,5.260337095,beaupont,1270,39,0,3404
01030,46.000721971,4.756657208,beauregard,1480,94,0,6601
01031,46.238150086,5.635913808,bellignat,1100,184,0,18928
01032,45.859311798,5.140369014,beligneux,1360,928,0,58028
01033,46.124111549,5.796482369,valserhone,1200,4700,10,392055
01034,45.749882762,5.683910513,belley,1300,963,4,79933
01035,46.253334104,5.785067125,belleydoux,1130,19,0,3363
01036,45.918185011,5.6568848240000005,valromey sur seran,1260,231,0,34300
01037,45.838144557,5.483119825,benonces,1470,26,0,2198
01038,46.319387367,5.282567061,beny,1370,74,0,6539
01039,45.856484934,5.752398693,beon,1350,12,0,2364
01040,46.367707398,5.039989868,bereziat,1340,33,0,3916
01041,45.937720512,5.365979513,bettant,1500,21,0,2751
01042,46.219516565,4.846226251,bey,1290,13,0,1408
01043,45.839476518,4.99743421,beynost,1700,889,0,17937
01044,46.079406273,5.765548016,billiat,1200,38,0,5016
01045,45.953187919,5.037212561,birieux,1330,38,0,1427
01046,46.226338767,4.941082276,biziat,1290,49,4,3663
01047,45.847070433,5.251661374,blyes,1150,258,0,8258
01049,45.844628451,5.028332382,la boisse,1120,460,0,24404
01050,46.373043501,4.998844748,boissey,1380,58,0,4970
01051,46.196340526,5.470453285,bolozon,1450,5,0,750
01052,46.023044402,4.992313384,bouligneux,1330,29,0,2427
01053,46.205013838,5.245593605,bourg en bresse,1000,3308,74,249650
01054,45.886247155,5.143599073,bourg st christophe,1800,230,0,11566
01056,46.036053911,5.463119438,boyeux st jerome,1640,44,0,2801
01057,46.405530214,4.913724,boz,1190,26,0,2851
01058,45.641317771,5.616806128,bregnier cordon,1300,77,0,8312
01060,46.075616229,5.614402984,brenod,1110,31,0,3199
01061,45.713937941,5.689263883,brens,1300,50,0,5314
01062,45.86942733,5.101495053,bressolles,1360,268,0,12110
01063,46.168166789,5.546506151,brion,1460,142,0,7190
01064,45.770630041,5.485482939,briord,1470,113,0,9890
01065,46.210586509,5.145274303,buellas,1310,434,0,34030
01066,45.859942755,5.545817567,la burbanche,1510,2,0,261
01067,46.125618677,5.495155483,ceignes,1430,6,0,1274
01068,46.071947147,5.476107384,cerdon,1450,36,0,5289
01069,46.13346457,5.262432008,certines,1240,128,0,10300
01071,46.316089437,6.078030245,cessy,1170,1044,2,27224
01072,46.183403875,5.319678283,ceyzeriat,1250,160,0,13017
01073,45.833507381,5.719105551,ceyzerieu,1350,64,0,7622
01074,46.007577226,5.169368719,chalamont,1320,160,0,12515
01075,46.03393089,4.798634776,chaleins,1480,156,0,12486
01076,45.954366591,5.536967199,chaley,1230,1,0,380
01077,46.122300221,5.457513206,challes la montagne,1450,7,0,1058
01078,46.176874001,5.971497204,challex,1630,159,0,4779
01079,45.93196511,5.6931331190000005,champagne en valromey,1260,159,0,19422
01080,46.028576252,5.5880089040000005,champdor corcelles,1110,70,0,13262
01081,46.220471277,5.822270927,champfromier,1410,37,0,6914
01082,46.005822693,5.768694464,chanay,1420,27,0,3011
01083,46.093517041,4.854300227,chaneins,1990,74,0,5665
01084,46.185700461,5.028865152,chanoz chatenay,1400,61,0,4711
01085,46.073407767,5.021766424,la chapelle du chatelard,1240,44,0,3654
01087,46.185606234,5.680768417,charix,1130,13,0,1725
01088,45.874182776,5.221971236,charnoz sur ain,1800,45,0,3449
01089,45.972849668,5.307314958,chateau gaillard,1500,352,9,22392
01090,46.025881406,5.204590322,chatenay,1320,28,0,2827
01092,45.974829804,5.241474204,chatillon la palud,1320,149,0,11243
01093,46.122927177,4.957950327,chatillon sur chalaronne,1400,454,0,42483
01094,46.438056692,5.006564061,chavannes sur reyssouze,1190,21,0,3337
01095,46.283759087,5.426610623,nivigne et suran,1250,54,0,11432
01096,46.199364763,5.056028558,chaveyriat,1660,86,0,7337
01098,45.800812797,5.673644385,chazey bons,1510,128,0,8344
01099,45.893242753,5.254787754,chazey sur ain,1150,143,0,8771
01100,45.822895805,5.604830013,cheignieu la balme,1510,4,0,786
01101,46.110541974,5.581393787,chevillard,1430,2,0,684
01102,46.382465302,4.96295233,chevroux,1190,45,0,7252
01103,46.283052925,6.047291131,chevry,1170,307,0,11935
01104,46.222560403,5.872426209,chezery forens,1410,32,0,6676
01105,45.922942274,4.88661781,civrieux,1390,578,2,16089
01106,46.200571572,5.450819845,cize,1250,13,0,1054
01107,45.902697686,5.432785798,cleyzieu,1230,20,0,777
01108,46.386677691,5.330424959,coligny,1270,32,0,2770
01109,46.14254416,5.8997020110000005,collonges,1550,207,0,8049
01110,45.736541941,5.627101669,colomieu,1300,5,0,536
01111,45.884053467,5.475347591,conand,1230,4,0,648
01112,46.105853185,5.555763365,condamine,1430,29,0,2702
01113,46.153630976,5.084742227,condeissiat,1400,44,0,4501
01114,46.154319846,5.832712881,confort,1200,40,0,2641
01115,46.270495708,5.057684099,confrancon,1310,78,0,5576
01116,45.801189694,5.620039731,contrevoz,1300,1,0,2993
01117,45.725559026,5.60426246,conzieu,1300,0,0,600
01118,45.966152692,5.789641772,corbonod,1420,193,0,14976
01121,46.033238796,5.49675279,corlier,1110,2,0,444
01123,46.241130758,4.827940144,cormoranche sur saone,1290,20,0,2254
01124,46.433602116,5.221431179,cormoz,1560,55,0,4935
01125,46.250905649,5.471571612,corveissiat,1250,36,0,1552
01127,46.326589431,5.355779855,courmangoux,1370,16,0,1808
01128,46.456933571,5.110909724,courtes,1560,9,0,2558
01129,45.966451737,5.195121184,crans,1320,47,0,2256
01130,46.324861585,5.18476155,bresse vallons,1340,630,0,40594
01133,45.782891957,5.765321336,cressin rochefort,1350,10,0,2331
01134,46.283058978,4.877612001,crottet,1750,316,0,21828
01135,46.291682935,5.995342333,crozet,1170,246,0,7567
01136,46.221287172,4.875091409,cruzilles les mepillat,1290,36,0,2860
01138,45.856261299,5.783896526,culoz,1350,27,0,7029
01139,46.488378441,5.162792791,curciat dongalon,1560,1,0,543
01140,46.272845103,5.102586674,curtafond,1310,47,0,3414
01141,45.819789364,5.676212455,cuzieu,1300,8,0,1067
01142,45.853464731,5.072826764,dagneux,1120,604,0,28451
01143,46.37578263,6.115899041,divonne les bains,1220,3626,26,86640
01145,46.067062083,5.2163499810000005,dompierre sur veyle,1240,46,0,5912
01146,46.141693057,4.901548737,dompierre sur chalaronne,1400,25,0,2418
01147,46.424615516,5.293568072,domsure,1270,9,0,1810
01148,46.313828684,5.641766262,dortan,1590,146,0,15897
01149,45.984380884,5.371822689,douvres,1500,133,0,6908
01150,46.219911371,5.368203702,drom,1250,5,0,761
01151,46.067401882,5.292863665,druillat,1160,95,0,6521
01152,46.227375756,5.732820146,echallon,1130,34,0,2017
01153,46.316213201,6.019973941,echenevex,1170,374,0,8841
01155,45.965059972,5.502978842,evosges,1230,7,0,789
01156,45.910645635,5.124850948,faramans,1800,17,0,2615
01157,46.02127524,4.76219161,fareins,1480,323,0,17782
01158,46.166776481,5.900181528,farges,1550,237,0,9557
01159,46.336262989,4.885623771,feillens,1570,189,0,14726
01160,46.251506821,6.107612983,ferney voltaire,1210,621,4,37737
01162,45.811163575,5.74361882,flaxieu,1350,8,0,467
01163,46.37851841,5.184539825,foissiat,1340,177,0,17735
01165,46.073642487,4.812560271,francheleins,1090,504,0,24492
01166,45.993691889,4.780690701,frans,1480,249,0,14847
01167,46.21348428,4.8289069090000005,garnerans,1140,58,0,4523
01169,46.120504129,4.793274771,genouilleux,1090,48,0,2950
01170,46.189954141,5.551650441,beard geovreissiat,1460,48,0,5576
01171,46.251946688,5.613829996,geovreisset,1100,121,0,5976
01173,46.347299128,6.046241081,gex,1170,1403,9,71113
01174,46.223710673,5.780900995,giron,1130,8,0,868
01175,46.415025686,4.950803093,gorrevod,1190,38,0,2624
01177,46.207878942,5.433975906,grand corent,1250,3,0,575
01179,46.263562027,4.8465959640000005,grieges,1290,50,0,4017
01180,46.331834436,6.113479251,grilly,1220,317,0,7866
01181,46.226480597,5.612552487,groissiat,1100,111,0,6330
01183,46.106683459,4.782509441,guereins,1090,70,1,3253
01184,46.161413177,5.429657892,hautecourt romaneche,1250,100,0,13856
01185,45.939605942,5.583780117,plateau d hauteville,1110,496,0,77864
01187,46.047457905,5.687540901,haut valromey,1260,84,0,14064
01188,46.186478333,4.888314493,illiat,1140,18,0,1399
01189,46.049881793,5.759597323,injoux genissiat,1200,12,0,2798
01190,45.791574949,5.574649782,innimond,1680,3,0,380
01191,46.03763861,5.524740228,izenave,1430,17,0,1510
01192,46.21820091,5.563094625,izernore,1580,185,0,16763
01193,45.655823494,5.63926904,izieu,1300,9,0,1198
01194,45.978297107,4.759283906,jassans riottier,1480,316,0,19050
01195,46.214830635,5.312466653,jasseron,1250,152,8,11002
01196,46.36571091,5.114295085,jayat,1340,41,0,6312
01197,46.146728348,5.334420467,journans,1250,17,0,2512
01198,45.950086711,5.102600154,joyeux,1800,7,0,1402
01199,46.049910068,5.410944213,jujurieux,1640,95,0,11874
01200,46.093436165,5.49340661,labalme,1450,4,0,736
01202,45.891820194,5.329446323,lagnieu,1150,430,0,24079
01203,46.247074358,4.898839832,laiz,1290,29,4,5236
01204,46.145021165,5.695220905,le poizat lalleyriat,1130,16,0,1682
01206,46.054059837,5.54099209,lantenay,1430,18,0,947
01207,45.985680859,4.98170543,lapeyrouse,1330,36,0,1412
01208,45.810937073,5.772831597,lavours,1350,3,0,847
01209,46.108668793,5.876787474,leaz,1200,97,0,4405
01210,46.285331599,5.928941563,lelex,1410,19,0,1838
01211,46.116387961,5.201523196,lent,1240,61,0,4656
01213,45.927266966,5.294538891,leyment,1150,89,0,7873
01214,46.16192206,5.476245851,leyssard,1450,6,0,783
01215,46.027652991,5.783270343,surjoux lhopital,1420,42,0,2396
01216,45.744604033,5.53583426,lhuis,1680,46,0,3007
01219,45.810512662,5.523048258,lompnas,1680,1,0,906
01224,45.792262182,5.217785116,loyettes,1360,270,0,18204
01225,46.061964713,4.780685202,lurcy,1090,71,0,4372
01227,45.778861375,5.722906834,magnieu,1300,92,0,7510
01228,46.120131816,5.528443347,maillat,1430,29,0,2036
01229,46.328995834,5.143009412,malafretaz,1340,126,0,9989
01230,46.430174586,5.106638908,mantenay montlin,1560,22,0,2638
01231,46.364247112,4.902989911,manziat,1570,110,0,8168
01232,46.343877245,5.24375592,marboz,1851,63,0,7257
01233,45.77399082,5.55054354,marchamp,1680,1,0,650
01234,45.801447694,5.715805868,marignieu,1300,16,0,1440
01235,46.055368436,5.074409772,marlieux,1240,63,0,6413
01236,46.340668542,5.064185832,marsonnas,1340,112,0,8659
01237,46.202593204,5.61376153,martignat,1100,69,0,5911
01238,45.909282243,4.826875301,massieux,1600,393,0,14446
01239,45.757141127,5.762888041,massignieu de rives,1300,49,8,3560
01240,46.256460485,5.539445096,matafelon granges,1580,66,0,7972
01241,46.245164982,5.336325687,meillonnas,1370,76,0,6379
01242,46.065000464,5.442093704,merignat,1450,3,0,733
01243,46.04728803,4.759551775,messimy sur saone,1480,134,0,9718
01244,45.906490344,5.203567359,meximieux,1800,948,6,49900
01245,46.14240142,5.378302588,bohas meyriat rignat,1250,156,0,9516
01246,46.242427918,5.047836407,mezeriat,1660,150,0,15934
01247,46.361563083,6.008141903,mijoux,1410,50,0,3526
01248,45.895925975,4.924322242,mionnay,1390,269,0,14606
01249,45.844720633,4.940785036,miribel,1700,2586,0,122295
01250,45.976356834,4.810746584,miserieux,1600,176,0,7424
01252,46.144555689,4.82071103,mogneneins,1140,35,0,1661
01254,46.168529382,5.279365371,montagnat,1250,163,0,6827
01255,45.799677812,5.464453819,montagnieu,1470,33,0,4318
01257,46.17325992,5.790043812,montanges,1200,14,0,2878
01258,46.096201232,4.80371646,montceaux,1090,124,0,6638
01259,46.219581293,5.111362841,montcet,1310,61,0,3781
01261,45.962496016,4.9457798660000005,monthieux,1390,88,0,4559
01262,45.88696826,5.006439066,montluel,1120,420,0,46719
01263,46.085349049,4.760480813,montmerle sur saone,1090,454,0,32035
01264,46.186589896,5.117246219,montracol,1310,73,0,4302
01265,46.179368209,5.595171755,montreal la cluse,1460,90,0,19291
01266,46.324969841,5.112512602,montrevel en bresse,1340,161,0,13858
01267,46.183432397,5.5145568140000005,nurieux volognat,1460,310,0,16674
01268,45.642252093,5.660672595,murs et gelignieux,1300,19,0,1846
01269,46.154014849,5.6130774070000005,nantua,1460,52,0,13910
01272,46.15673792,5.009153993,neuville les dames,1400,28,0,3367
01273,46.090992482,5.374225158,neuville sur ain,1160,69,0,8248
01274,46.135482729,5.637659804,les neyrolles,1130,6,0,3062
01275,45.818849625,4.930893467,neyron,1700,281,0,11836
01276,45.822376041,5.059412772,nievroz,1120,108,0,9073
01277,45.999773507,5.458408258,nivollet montgriffon,1230,3,0,938
01279,45.965268733,5.471426786,oncieu,1230,2,0,308
01280,45.833767267,5.540116308,ordonnaz,1510,13,0,1276
01281,46.277348698,6.094057682,ornex,1210,589,0,22070
01282,46.067320468,5.556794597,outriaz,1430,2,0,1188
01283,46.261174589,5.652522302,oyonnax,1100,4137,24,563733
01284,46.387267599,4.917717963,ozan,1190,25,0,2108
01285,45.918543931,4.828068191,parcieux,1600,239,0,10572
01286,45.731042721,5.74554129,parves et nattages,1300,78,0,9000
01288,46.191651696,5.919739776,peron,1630,305,5,15080
01289,46.171445721,5.217695172,peronnas,1960,808,0,46781
01290,45.880954446,5.179578034,perouges,1800,92,4,5665
01291,46.246600639,4.974132197,perrex,1540,21,0,1931
01293,46.149983094,5.505681228,peyriat,1430,14,0,974
01294,45.676372165,5.679913666,peyrieu,1300,104,0,6040
01295,46.122308302,4.822997201,peyzieux sur saone,1140,75,0,4388
01296,46.38527423,5.274506777,pirajoux,1270,12,0,2197
01297,45.892082637,5.089116402,pizay,1120,76,0,5767
01298,46.187663445,5.717614314,plagne,1130,12,0,852
01299,46.022890163,5.089040398,le plantay,1330,35,0,3406
01301,46.246261733,5.138026638,polliat,1310,226,0,13813
01302,45.796850297,5.7482441,pollieu,1350,9,0,654
01303,46.089241591,5.416477869,poncin,1450,87,0,14512
01304,46.054298976,5.346959857,pont d ain,1160,138,4,12985
01305,46.442474679,4.9287626190000005,pont de vaux,1190,39,0,4603
01306,46.263130344,4.881934778,pont de veyle,1290,87,0,7477
01307,46.156073474,5.57575885,port,1460,58,0,5760
01308,46.144939074,5.950219547,pougny,1550,120,0,5827
01309,46.322247823,5.423675216,pouillat,1250,4,0,577
01310,45.680663363,5.6445191900000005,premeyzel,1300,43,0,1520
01311,45.876640987,5.56447492,premillieu,1110,2,0,292
01313,46.258394588,6.072289047,prevessin moens,1280,3424,48,128832
01314,46.020155822,5.284298471,priay,1160,234,0,15777
01317,46.190387888,5.355609423,ramasse,1250,33,0,1786
01318,45.967701639,4.863876498,rance,1390,90,0,5129
01319,46.083987278,4.941538392,relevant,1990,36,0,2266
01320,46.307689018,4.8750589810000005,replonges,1750,461,0,27135
01321,46.16166052,5.335646174,revonnas,1250,100,0,4858
01322,45.936961491,4.828653591,reyrieux,1600,397,0,15855
01323,46.428820389,4.913367601,reyssouze,1190,63,0,5237
01325,45.952055457,5.169195101,rignieux le franc,1800,83,0,7015
01328,46.123828349,5.02137821,romans,1400,54,0,2398
01329,45.836457263,5.599269692,rossillon,1510,9,0,443
01330,46.004168068,5.653050149,ruffieu,1260,1,0,1487
01331,46.098069928,5.454852166,st alban,1450,2,0,509
01332,46.298105786,4.913974008,st andre de bage,1380,67,0,4973
01333,45.926860059,4.953208779,st andre de corcy,1390,413,0,30186
01334,46.214063464,4.912995141,st andre d huiriat,1290,65,0,3993
01335,46.113278406,5.079827089,st andre le bouchoux,1240,26,0,1614
01336,46.149285285,5.141324716,st andre sur vieux jonc,1960,45,0,8833
01337,46.452112405,4.9530917290000005,st benigne,1190,18,0,3605
01338,45.69767397,5.58124515,groslee st benoit,1300,110,8,17250
01339,45.949160246,4.741402311,st bernard,1600,223,0,7779
01342,45.896004701,5.049282497,ste croix,1120,77,0,4161
01343,46.275678354,4.967816288,st cyr sur menthon,1380,48,0,6081
01344,46.211139007,5.184567751,st denis les bourg,1000,286,0,23168
01345,45.948856307,5.325027737,st denis en bugey,1500,94,0,10130
01346,46.307401075,5.058557969,st didier d aussiat,1340,75,0,4790
01347,45.956574243,4.777830037,st didier de formans,1600,297,0,13827
01348,46.184466911,4.816238863,st didier sur chalaronne,1140,127,0,12305
01349,45.933000622,5.151304829,st eloi,1800,55,0,2809
01350,46.274684341,5.283804909,st etienne du bois,1370,29,0,5490
01351,46.146898864,4.867333819,st etienne sur chalaronne,1140,101,0,10709
01352,46.403232881,5.005524226,st etienne sur reyssouze,1190,32,0,2438
01353,45.967185072,4.794836579,ste euphemie,1600,149,0,8940
01354,46.254292166,6.036377482,st genis pouilly,1630,1164,5,57679
01355,46.282127138,5.013710668,st genis sur menthon,1380,13,0,1071
01356,46.103915441,5.029419348,st georges sur renon,1400,21,0,1684
01357,46.182349687,5.74678702,st germain de joux,1130,13,0,1999
01358,45.770985934,5.617843193,st germain les paroisses,1300,41,0,4608
01359,46.080092442,5.060333912,st germain sur renon,1240,17,0,2208
01360,46.217861937,5.941584733,st jean de gonville,1630,545,0,17423
01361,45.840237105,5.212072654,st jean de niost,1800,265,0,11601
01362,45.959964264,4.899447068,st jean de thurigneux,1390,118,0,3449
01363,46.029238504,5.383430096,st jean le vieux,1640,13,0,1979
01364,46.397230407,5.063110246,st jean sur reyssouze,1560,47,0,4875
01365,46.268413023,4.92282422,st jean sur veyle,1290,37,0,3421
01366,45.881929237,5.284256844,ste julie,1150,43,0,3536
01367,46.399974319,5.103904994,st julien sur reyssouze,1560,22,0,5810
01368,46.201605716,4.959526467,st julien sur veyle,1540,37,0,4132
01369,46.193166212,5.284094836,st just,1250,54,0,4993
01370,46.305955379,4.840156546,st laurent sur saone,1750,37,0,6368
01371,45.948490368,4.989610452,st marcel,1390,73,0,10156
01372,45.848154791,5.679072745,st martin de bavel,1510,13,0,3089
01373,46.136010859,5.571551452,st martin du frene,1430,86,0,4893
01374,46.106037536,5.32566619,st martin du mont,1160,180,0,6509
01375,46.291122506,5.122470045,st martin le chatel,1310,45,0,4492
01376,45.833245116,4.977534167,st maurice de beynost,1700,516,8,34456
01378,45.819991522,5.170225884,st maurice de gourdans,1800,263,0,17900
01379,45.953056847,5.27042503,st maurice de remens,1500,25,0,3490
01380,46.452669456,5.17552541,st nizier le bouchoux,1560,30,0,3965
01381,46.052763315,5.142036349,st nizier le desert,1320,57,0,5199
01382,46.014041877,4.936006075,ste olive,1330,10,0,1386
01383,46.09554189,5.127602048,st paul de varax,1240,60,0,6726
01384,45.950974834,5.440151097,st rambert en bugey,1230,38,0,7342
01385,46.184238339,5.167708731,st remy,1310,65,0,3089
01386,45.88627813,5.376602824,st sorlin en bugey,1150,78,0,5388
01387,46.320649871,5.041695744,st sulpice,1340,26,0,1102
01388,46.461440157,5.066523976,st trivier de courtes,1560,36,0,4258
01389,46.061773631,4.900835837,st trivier sur moignans,1990,156,4,10754
01390,45.822405324,5.270397867,st vulbas,1150,386,0,12623
01391,46.363763372,5.34719405,salavre,1270,10,0,1095
01392,46.264289324,5.585536911,samognat,1580,18,0,1448
01393,46.065529744,4.982157044,sandrans,1400,65,0,4587
01396,45.865304092,5.403592522,sault brenaz,1150,45,0,7181
01397,46.312789714,6.110162402,sauverny,1220,286,3,10013
01398,45.997204438,4.857494223,savigneux,1480,115,0,7274
01399,46.294128946,6.073314738,segny,1170,399,7,11831
01400,45.797149229,5.497658476,seillonnaz,1470,4,0,391
01401,46.263126375,5.988920778,sergy,1630,240,0,8500
01402,46.498451286,4.977943541,sermoyer,1190,9,0,3835
01403,45.813182663,5.441558147,serrieres de briord,1470,11,0,1487
01404,46.146273372,5.44962828,serrieres sur ain,1450,2,0,341
01405,46.139240323,5.179306262,servas,1960,173,0,11225
01406,46.434998753,5.05544071,servignat,1560,6,0,903
01407,45.948191171,5.826182273,seyssel,1420,68,0,7820
01408,46.233965118,5.422597476,simandre sur suran,1250,31,0,4388
01410,46.224174368,5.5066226700000005,sonthonnax la montagne,1580,44,0,2226
01411,45.878018555,5.430669842,souclin,1150,12,0,2465
01412,46.173182813,4.957236347,sulignat,1400,34,0,2814
01415,45.86344657,5.720504574,talissieu,1510,30,0,3097
01416,45.922821474,5.514615073,tenay,1230,73,0,5952
01418,45.816843857,5.017557044,thil,1120,62,0,2432
01419,46.243643952,5.965281658,thoiry,1710,277,0,6797
01420,46.170610767,4.795519066,thoissey,1140,18,0,1622
01421,45.921618955,5.403421297,torcieu,1230,61,0,3395
01422,46.138520943,5.303608596,tossiat,1250,121,0,8189
01423,45.96023469,4.829116506,toussieux,1600,86,0,4714
01424,45.874577226,4.964145309,tramoyes,1390,345,0,13607
01425,46.097100352,5.261453169,la trancliere,1160,16,0,1385
01426,46.285726208,5.363443289,val revermont,1370,459,0,43611
01427,45.941022518,4.770446779,trevoux,1600,787,0,55346
01428,46.114578347,4.8651703170000005,valeins,1140,10,0,534
01429,46.217405549,5.081415357,vandeins,1660,27,0,2226
01430,46.043475712,5.294333115,varambon,1160,56,0,3568
01431,45.920191061,5.364013485,vaux en bugey,1150,124,0,5741
01432,46.345951929,5.348487018,verjon,1270,24,0,1554
01433,46.484922126,5.105684134,vernoux,1560,10,0,961
01434,45.985673328,5.11240819,versailleux,1330,26,0,1473
01435,46.300064513,6.100716829,versonnex,1210,393,0,12409
01436,46.36148508,6.084582259,vesancy,1170,62,5,3012
01437,46.474718732,5.02614741,vescours,1560,1,0,970
01439,46.358983391,4.862419053,vesines,1570,15,0,610
01441,46.085226859,5.549465493,vieu d izenave,1430,27,0,2331
01443,45.99261764,5.044997679,villars les dombes,1330,405,0,34749
01444,45.848455252,5.447387286,villebois,1150,79,0,7861
01445,46.345699459,5.310381953,villemotier,1270,48,0,4219
01446,46.031517691,4.851344312,villeneuve,1480,99,0,6767
01447,46.192385749,5.394699049,villereversure,1250,80,0,10280
01448,46.095438878,5.7578721,villes,1200,10,0,1920
01449,46.009841816,5.252083338,villette sur ain,1320,101,0,6113
01450,45.932316137,5.229523775,villieu loyes mollon,1800,906,0,47070
01451,46.250752259,5.223071857,viriat,1440,488,0,29805
01452,45.846709605,5.639958553,virieu le grand,1510,63,0,10431
01453,45.916294208,5.735432914,arviere en valromey,1260,20,0,3008
01454,45.726775376,5.713059123,virignin,1300,79,0,6052
01456,45.812976581,5.724569949,vongnes,1350,3,0,178
01457,46.216716077,4.997308805,vonnas,1540,334,0,22978
02001,49.599684482,3.176852327,abbecourt,2300,30,0,3044
02002,49.694004156,3.397491579,achery,2800,17,0,2605
02003,49.346919586,3.418183101,acy,2200,62,0,7548
02004,49.716473106,3.961000078,agnicourt et sechelles,2340,1,0,878
02005,49.393733209,3.967807801,aguilcourt,2190,5,0,2017
02006,49.930322863,3.511399522,aisonville et bernoville,2110,66,0,2404
02007,49.485003991,3.818515071,aizelles,2820,12,0,832
02008,49.438697879,3.51124666,aizy jouy,2370,26,0,3338
02009,49.76637858,3.367160265,alaincourt,2240,6,0,2095
02010,49.46254392,3.453354876,allemant,2320,8,0,1508
02011,49.376624509,3.183778907,ambleny,2290,67,0,6351
02012,49.321494733,3.403714795,ambrief,2200,3,0,400
02013,49.498637877,3.922881332,amifontaine,2190,3,0,456
02014,49.610759195,3.302789238,amigny rouy,2700,35,0,2540
02015,49.218878777,3.208246989,ancienville,2600,0,0,377
02016,49.641183256,3.36941838,andelain,2800,5,0,1558
02017,49.694090787,3.427868534,anguilcourt le sart,2800,29,0,2005
02018,49.516096173,3.453032228,anizy le grand,2320,333,0,39228
02019,49.719521853,3.176029474,annois,2480,13,0,2428
02020,49.881643579,4.223934549,any martin rieux,2500,7,0,1126
02021,49.74412009,4.119783314,archon,2360,0,0,600
02022,49.25492425,3.478630764,arcy ste restitue,2130,24,8,4286
02023,49.174033511,3.387020839,armentieres sur ourcq,2210,0,0,845
02024,49.49882629,3.764222249,arrancy,2860,0,0,201
02025,49.761601531,3.197375465,artemps,2480,27,0,1939
02027,49.680564098,3.554556194,assis sur serre,2270,6,0,541
02028,49.575911394,3.69000239,athies sous laon,2840,126,0,13051
02029,49.855348527,3.15428951,attilly,2490,21,0,2339
02030,50.024078162,3.26116661,aubencheul aux bois,2420,4,0,1912
02031,49.825326551,4.190262816,aubenton,2500,9,0,2443
02032,49.77240406,3.119507994,aubigny aux kaisnes,2590,8,0,1200
02033,49.496989712,3.792304044,aubigny en laonnois,2820,7,0,519
02034,49.477827569,3.127371805,audignicourt,2300,0,0,1034
02035,49.866346754,3.631923253,audigny,2120,17,0,1087
02036,49.340243776,3.511049877,augy,2220,0,0,300
02037,49.619869289,3.609481451,aulnois sous laon,2000,46,0,6778
02038,49.761134671,4.224088906,les autels,2360,0,0,290
02039,49.70534608,3.793573722,autremencourt,2250,7,0,1223
02040,49.897099289,3.856002204,autreppes,2580,0,0,1000
02041,49.585695102,3.236661356,autreville,2300,54,0,4472
02042,49.004386609,3.359999375,azy sur marne,2400,19,0,3215
02043,49.459937203,3.279039827,bagneux,2290,0,0,229
02044,49.798022992,4.036526042,bancigny,2140,0,0,77
02046,49.622089709,3.661783996,barenton bugny,2000,26,0,2481
02047,49.647693941,3.645155045,barenton cel,2000,1,0,128
02048,49.66784668,3.690732262,barenton sur serre,2270,14,0,844
02049,49.577527949,3.32757202,barisis aux bois,2700,37,0,4985
02050,50.039756081,3.749280061,barzy en thierache,2170,8,0,1087
02051,49.091339484,3.561668993,barzy sur marne,2850,16,0,2175
02052,49.533310631,3.384826586,bassoles aulers,2380,0,0,1166
02053,49.007940641,3.616555648,vallees en champagne,2330,3,0,2157
02054,49.30645766,3.615341588,bazoches et st thibaut,2220,98,0,4084
02055,49.820841965,4.151946912,beaume,2500,0,0,913
02056,49.687873482,3.131935625,beaumont en beine,2300,7,0,1227
02057,49.996670013,3.330066029,beaurevoir,2110,57,0,8247
02058,49.402093342,3.752392574,beaurieux,2160,33,0,3707
02059,49.648276469,3.338127887,beautor,2800,39,0,8206
02060,49.83415186,3.103106259,beauvois en vermandois,2590,1,0,1695
02061,50.016098444,3.459927294,becquigny,2110,7,0,1698
